Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Short,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Movie Name,imdbIdimdbId,Imdb Link,Poster,Poster Path,IMDB Score,Year,Poster Content
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,The Broadway Melody,19729,http://www.imdb.com/title/tt19729,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MjA4ODg5NF5BMl5BanBnXkFtZTgwMDk4MDY0MjE@._V1_UY268_CR9,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\19729.jpg,-0.9437997831413943,0.24946813261985165,a painting of a man riding a skateboard 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,All Quiet on the Western Front,20629,http://www.imdb.com/title/tt20629,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTM5OTg2NDY1NF5BMl5BanBnXkFtZTcwNTQ4MTMwNw@@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\20629.jpg,1.6032086448826,0.4225823514385479,a man wearing a hat and holding a gun 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cimarron,21746,http://www.imdb.com/title/tt21746,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExODI2MjE4NF5BMl5BanBnXkFtZTgwMDA2NTAwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\21746.jpg,-1.36830118781206,0.5956965702572441,a painting of a man holding a book 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Grand Hotel,22958,http://www.imdb.com/title/tt22958,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNDc4MDcwNF5BMl5BanBnXkFtZTgwNzY0MjUzMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\22958.jpg,0.8957063037648236,0.7688107890759404,a man reading a book in front of a crowd of people 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Cavalcade,23876,http://www.imdb.com/title/tt23876,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1MjQyNDgxMl5BMl5BanBnXkFtZTgwMjgxMDE5MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\23876.jpg,-1.36830118781206,0.9419250078946366,a collage of photos of a young man reading a newspaper 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Metropolis,17136,http://www.imdb.com/title/tt17136,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDAzNTkyODg1MF5BMl5BanBnXkFtZTgwMDA3NDkwMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\17136.jpg,1.886209581329712,-0.09676030501754085,a painting of a man holding a book 
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steamboat Willie,19422,http://www.imdb.com/title/tt19422,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTkzMTIzMTQzNV5BMl5BanBnXkFtZTgwMzk4NzYwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\19422.jpg,1.0372067719883797,0.0763539138011554,a painting of a man with a cartoon character on his head 
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,The Man Who Knew Too Much,25452,http://www.imdb.com/title/tt25452,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWY2ODJhOTYtMTE1My00OTBiLTliZTgtNWIwZWIyMWNjODczXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\25452.jpg,-0.09479697380006209,1.1150392267133329,a blurry photo of a man reading a book 
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Strauss' Great Waltz,24747,http://www.imdb.com/title/tt24747,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzgwMzM5MV5BMl5BanBnXkFtZTgwMzkzNjA1MjE@._V1_UY268_CR11,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\24747.jpg,-1.36830118781206,1.1150392267133329,a painting of a woman and a man 
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Number 17,23285,http://www.imdb.com/title/tt23285,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2YzYWExOTMtZDRkNi00MTdmLTgyOTQtZmY2ZTA5NWQ0YzU5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR1,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\23285.jpg,-1.6513021242591706,0.7688107890759404,a poster of a man in a black and white photo 
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,East of Shanghai,23395,http://www.imdb.com/title/tt23395,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNDU2Mzk2NV5BMl5BanBnXkFtZTgwMDMyMDU4MTE@._V1_UY268_CR3,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\23395.jpg,-1.5098016560356147,0.5956965702572441,a woman in a black dress and a man in a white dress 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Skin Game,22395,http://www.imdb.com/title/tt22395,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MjcwNzI4N15BMl5BanBnXkFtZTgwODQ2NjA4MzE@._V1_UY268_CR4,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\22395.jpg,-1.6513021242591706,0.5956965702572441,a collage of photos of a man and a woman 
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Elstree Calling,20852,http://www.imdb.com/title/tt20852,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNzE3MzM4NV5BMl5BanBnXkFtZTcwOTk5OTY1NQ@@._V1._CR40,43,276,400_UY268_CR1,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\20852.jpg,-1.5098016560356147,0.4225823514385479,a painting of a man in a suit and tie 
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Shame of Mary Boyle,21015,http://www.imdb.com/title/tt21015,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTNiOGIzNDQtZDI3Zi00MmExLTg2ZDYtNzllMTQ3MGRiODFhXkEyXkFqcGdeQXVyMTAwMDAwMA@@._V1_UY268_CR5,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\21015.jpg,-3.2078072747182778,0.24946813261985165,a poster of a man in a suit and tie 
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Murder!,21165,http://www.imdb.com/title/tt21165,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjg3MDEzODY1NF5BMl5BanBnXkFtZTgwNDUzOTU0MjE@._V1_UY268_CR3,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\21165.jpg,-0.8022993149178383,0.4225823514385479,a black and white photo of a woman holding a book 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,The Manxman,20142,http://www.imdb.com/title/tt20142,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTg2MDQ0MDA1Nl5BMl5BanBnXkFtZTgwNjU5MDE1NTE@._V1_UY268_CR2,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\20142.jpg,-0.9437997831413943,0.24946813261985165,a man reading a book in front of a group of people 
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Blackmail,19702,http://www.imdb.com/title/tt19702,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxMDQzODI1M15BMl5BanBnXkFtZTgwNDgzNjYzMjE@._V1_UY268_CR12,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\19702.jpg,0.04670349442349265,0.24946813261985165,a collage of photos of a man holding a sign 
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Champagne,18756,http://www.imdb.com/title/tt18756,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4MDcwMTc5OF5BMl5BanBnXkFtZTgwMDQ3NTIwMjE@._V1_UY268_CR12,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\18756.jpg,-1.9343030607062812,0.0763539138011554,a woman holding a vase on top of a table 
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,The Farmer's Wife,18876,http://www.imdb.com/title/tt18876,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNzkxNDM3MV5BMl5BanBnXkFtZTcwNTk5OTY1NQ@@._V1._CR32,39,292,407_UY268_CR5,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\18876.jpg,-1.36830118781206,0.0763539138011554,a crowd of people standing around a building 
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,When Boys Leave Home,17825,http://www.imdb.com/title/tt17825,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0OTI5NzQyM15BMl5BanBnXkFtZTgwNzExNzA1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\17825.jpg,-1.085300251364949,-0.09676030501754085,a person with a hat 
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Easy Virtue,17843,http://www.imdb.com/title/tt17843,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MjMxNjU3Nl5BMl5BanBnXkFtZTgwNzg5NzgwMzE@._V1_UY268_CR1,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\17843.jpg,-1.7928025924827253,0.0763539138011554,a woman is reading a book while sitting on a bed 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,The Ring,18328,http://www.imdb.com/title/tt18328,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNTQyMTY4MF5BMl5BanBnXkFtZTcwNjY5OTY1NQ@@._V1._CR97.88333129882812,40.53334045410156,159,404_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\18328.jpg,-1.085300251364949,-0.09676030501754085,a woman holding a sign with a picture of a man on it 
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,The Lodger,17075,http://www.imdb.com/title/tt17075,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NjE0MDIxMF5BMl5BanBnXkFtZTcwMTk5OTY1NQ@@._V1._CR47.883331298828125,38.53334045410156,262,408_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\17075.jpg,0.47120489909415814,-0.09676030501754085,a painting of a man in a suit and tie 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,The Pleasure Garden,16230,http://www.imdb.com/title/tt16230,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTc5MzUzOTAxOV5BMl5BanBnXkFtZTgwNTQ0NzY2MjE@._V1_UY268_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\16230.jpg,-1.36830118781206,-0.4429887426549333,a painting of a man reading a book 
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,King Kong,24216,http://www.imdb.com/title/tt24216,"https://images-na.ssl-images-amazon.com/images/M/MV5BODM0MTEyMjQxOF5BMl5BanBnXkFtZTgwNzYwNTk1MjE@._V1._CR8.883331298828125,6.5333404541015625,344,488_UY268_CR3,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\24216.jpg,1.3202077084354904,0.9419250078946366,a painting of a cartoon character with a stuffed animal on his head 
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,The Mummy,23245,http://www.imdb.com/title/tt23245,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNTIzNzcyMV5BMl5BanBnXkFtZTgwOTgwODY2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\23245.jpg,0.3297044308706034,0.7688107890759404,a painting of a man reading a book 
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Dracula,21814,http://www.imdb.com/title/tt21814,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWQyOTVhNGYtNDNlZS00MTQwLTg5NTgtNDdiZmI5MzM3OGMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\21814.jpg,0.8957063037648236,0.5956965702572441,a man reading a book in front of a cartoon character 
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Frankenstein,21884,http://www.imdb.com/title/tt21884,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWM3MjliNGUtNmJjMi00ZjFmLWEyYWItZGVjNmUyMGQ2MDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\21884.jpg,1.3202077084354904,0.5956965702572441,a painting of a woman holding a book 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cobra,15693,http://www.imdb.com/title/tt15693,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMzY5MTQ2MF5BMl5BanBnXkFtZTgwNDQ0NzY2MjE@._V1_UY268_CR3,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\15693.jpg,0.7542058355412689,-0.4429887426549333,a man and a woman reading a book together 
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male and Female,10418,http://www.imdb.com/title/tt10418,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzU4Mjg1Nl5BMl5BanBnXkFtZTgwMDE5MjAwMzE@._V1_UY268_CR2,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\10418.jpg,1.3202077084354904,-1.4816740555671108,a woman wearing a clown mask and holding a stuffed animal 
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Die Spinnen, 1. Teil - Der Goldene See",10726,http://www.imdb.com/title/tt10726,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NjAyMzkxNF5BMl5BanBnXkFtZTgwODk2NDk0MjE@._V1_UY268_CR6,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\10726.jpg,-0.5192983784707288,-1.4816740555671108,a painting of a woman sitting on top of a table 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rain,23369,http://www.imdb.com/title/tt23369,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1ODk3NDE0MF5BMl5BanBnXkFtZTgwMTc0MjUzMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\23369.jpg,-0.09479697380006209,0.7688107890759404,a painting of a woman holding a sign 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sparrows,17423,http://www.imdb.com/title/tt17423,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTkyMTc0MF5BMl5BanBnXkFtZTgwOTI5MDgwMjE@._V1_UY268_CR6,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\17423.jpg,0.7542058355412689,-0.2698745238362371,a painting of a woman holding a book 
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Battling Butler,16630,http://www.imdb.com/title/tt16630,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMDA5NTgzNV5BMl5BanBnXkFtZTgwNjk0NzE2MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\16630.jpg,0.1882039626470474,-0.2698745238362371,a man in a black shirt and a white shirt 
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The General,17925,http://www.imdb.com/title/tt17925,"https://images-na.ssl-images-amazon.com/images/M/MV5BODQxMzMyNTY5Nl5BMl5BanBnXkFtZTcwMDMyNTk3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\17925.jpg,1.7447091131061547,-0.2698745238362371,a cartoon of a man holding a book 
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,My Best Girl,18183,http://www.imdb.com/title/tt18183,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1NzI2OTY3MV5BMl5BanBnXkFtZTgwODk1MjgwMjE@._V1_UY268_CR1,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\18183.jpg,0.8957063037648236,-0.09676030501754085,a painting of a woman with a hat on her head 
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Babes in Toyland,24852,http://www.imdb.com/title/tt24852,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NTQwNzc0NV5BMl5BanBnXkFtZTcwOTU4NTgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\24852.jpg,0.6127053673177142,1.1150392267133329,a man in a hat and a woman in a hat 
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daddy-Long-Legs,10040,http://www.imdb.com/title/tt10040,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4Mzc0MDczOF5BMl5BanBnXkFtZTgwNTUwNzYwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\10040.jpg,0.8957063037648236,-1.4816740555671108,a painting of a woman and a man 
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Go West,15863,http://www.imdb.com/title/tt15863,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MDQzODIwOV5BMl5BanBnXkFtZTgwNTQ3NTY2MzE@._V1_UY268_CR12,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\15863.jpg,0.47120489909415814,-0.4429887426549333,a painting of a man riding on the back of a horse 
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tarzan the Fearless,24645,http://www.imdb.com/title/tt24645,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNzg3NjEzN15BMl5BanBnXkFtZTYwOTMwNzg4._V1_UY268_CR2,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\24645.jpg,-2.358804465376947,0.9419250078946366,a man standing on top of a pile of rocks 
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three Ages,14538,http://www.imdb.com/title/tt14538,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3OTEzODA4NF5BMl5BanBnXkFtZTgwODc0NDIwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\14538.jpg,0.3297044308706034,-0.7892171802923258,a painting of a man with a hat on his head 
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,The Bat Whispers,20668,http://www.imdb.com/title/tt20668,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMjg3NDc2OF5BMl5BanBnXkFtZTgwMzk4ODQwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\20668.jpg,-0.6607988466942836,0.4225823514385479,a painting of a man and a woman on a magazine 
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tess of the Storm Country,13662,http://www.imdb.com/title/tt13662,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMTI2MDU3MF5BMl5BanBnXkFtZTgwMDQyNzM2MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\13662.jpg,0.47120489909415814,-0.9623313991110221,a painting of a man and a woman 
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Saphead,11652,http://www.imdb.com/title/tt11652,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NTc0ODAzMF5BMl5BanBnXkFtZTYwNTU3NDg4._V1_UY268_CR7,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\11652.jpg,-1.085300251364949,-1.3085598367484146,a vintage photo of a man and a woman 
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Seven Chances,16332,http://www.imdb.com/title/tt16332,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTIwMjYzN15BMl5BanBnXkFtZTgwOTExMTYxMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\16332.jpg,1.4617081766590452,-0.4429887426549333,a picture of a man with a hat on 
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,With Byrd at the South Pole,20594,http://www.imdb.com/title/tt20594,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MDE1NTQyM15BMl5BanBnXkFtZTcwNzIyMDQyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",data/SampleMoviePosters/SampleMoviePosters\20594.jpg,0.3297044308706034,0.4225823514385479,a painting of a man in a suit with birds on his head 
